Married,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,user,sensitive,label
0,2,340,40,0,6,0,300,40,1,2,1,2828,1,0
1,3,3960,3980,3,5,0,0,1370,1,1,1,2829,0,1
1,2,6170,140,0,0,1,6170,110,0,0,0,2830,0,1
1,2,30,30,1,6,0,20,20,0,0,0,2831,0,1
0,3,360,40,0,5,0,360,40,0,0,0,2832,1,1
0,1,990,50,0,0,0,950,50,0,0,0,2833,1,1
1,3,630,610,1,6,0,10,610,0,0,0,2834,0,1
1,3,1470,120,0,0,6,1320,120,1,8,1,2835,0,0
0,2,5250,220,0,0,0,5250,220,0,0,0,2836,0,1
0,3,610,760,4,6,0,610,40,0,0,0,2837,1,1
0,3,1340,60,0,1,0,1340,60,0,0,0,2838,1,1
0,3,3720,150,0,0,0,3720,150,0,0,0,2839,1,1
0,2,2740,2740,2,5,0,60,50,0,0,0,2840,1,1
0,3,7390,290,0,0,0,7330,290,0,0,0,2841,1,1
1,2,430,60,0,6,0,310,50,1,6,1,2842,0,1
0,2,3460,270,0,0,6,3330,170,1,11,1,2843,1,1
0,3,340,300,2,6,0,170,170,0,0,0,2844,1,1
0,2,1990,110,0,0,0,1940,70,0,0,0,2845,1,1
0,3,7100,3050,0,0,0,5540,310,1,2,1,2846,1,1
0,2,4640,180,0,0,3,4330,160,0,0,0,2847,1,1
0,3,2020,150,0,2,0,2020,90,0,0,0,2848,1,1
0,3,1510,40,0,2,4,1510,0,1,3,1,2849,0,1
1,1,490,490,3,6,0,170,490,0,0,0,2850,0,1
1,2,350,40,0,0,0,300,0,2,6,1,2851,0,0
1,2,2660,120,0,0,6,2650,120,1,12,1,2852,0,0
1,2,1240,920,1,6,0,500,50,0,0,0,2853,0,1
0,2,580,70,0,0,0,480,30,1,12,1,2854,1,0
1,2,1560,560,1,6,0,1560,40,0,0,0,2855,0,1
0,2,550,50,0,0,6,490,50,0,0,0,2856,1,1
1,2,1500,150,0,0,0,1290,90,0,0,0,2857,0,1
1,3,530,530,1,6,0,160,20,0,0,0,2858,0,0
0,2,0,30,1,6,0,0,0,1,1,1,2859,1,1
0,3,450,60,0,5,0,170,60,1,2,1,2860,1,0
0,3,350,350,2,6,0,250,350,0,0,0,2861,1,0
0,2,1020,90,0,0,0,880,60,1,2,1,2862,1,1
1,2,580,50,0,0,0,460,50,0,0,0,2863,0,1
1,2,1020,100,0,0,0,870,60,1,12,1,2864,0,1
1,3,2160,460,0,0,3,2160,110,0,0,0,2865,0,1
0,3,2090,90,0,0,6,2050,90,0,0,0,2866,1,1
0,1,1410,60,0,0,3,1390,60,0,0,0,2867,1,1
0,3,40,760,1,6,0,40,0,0,0,0,2868,1,1
1,3,40,40,2,6,0,20,40,0,0,0,2869,0,1
0,3,460,50,0,0,0,340,40,0,0,0,2870,1,1
1,2,220,90,1,6,0,140,60,0,0,0,2871,0,1
0,3,10,10,0,6,0,10,10,0,0,0,2872,1,1
0,2,1460,150,0,6,0,1320,150,0,0,0,2873,1,1
0,2,540,90,0,0,1,420,40,0,0,0,2874,1,1
0,2,50,30,2,6,0,0,20,1,1,1,2875,1,1
0,2,1710,390,0,0,3,1370,50,1,5,1,2876,1,1
0,2,4190,570,0,0,2,3740,570,1,4,1,2877,1,1
0,3,3390,160,0,0,0,3100,110,0,0,0,2878,1,1
0,3,20,20,2,6,0,10,20,0,0,0,2879,1,1
0,3,270,270,1,6,0,210,150,0,0,0,2880,1,1
0,2,570,570,1,3,0,100,570,0,0,0,2881,1,1
0,3,1760,1530,2,5,0,470,310,0,0,0,2882,1,1
1,3,1640,1650,3,6,0,20,50,0,0,0,2883,0,1
0,2,820,650,1,6,0,470,310,0,0,0,2884,1,1
1,1,6970,210,0,0,2,6970,190,0,0,0,2885,0,1
1,2,550,550,2,6,0,270,550,0,0,0,2886,0,1
1,3,2380,2390,1,6,0,740,250,0,0,0,2887,0,1
1,2,820,820,1,3,0,380,60,0,0,0,2888,0,1
0,1,180,30,2,6,0,180,30,0,0,0,2889,1,1
1,2,9590,460,0,1,3,9060,220,0,0,0,2890,0,1
0,3,1260,1260,3,3,0,0,1260,1,1,1,2891,1,1
0,2,5420,420,0,0,0,4170,410,0,0,0,2892,1,1
0,2,130,50,1,6,0,130,0,1,3,1,2893,0,1
1,1,2900,130,0,0,2,2850,130,0,0,0,2894,0,1
1,3,6210,290,0,0,2,6210,0,1,3,1,2895,0,0
0,2,0,0,0,6,0,0,0,1,1,1,2896,1,1
0,3,4460,920,1,1,0,4460,170,0,0,0,2897,1,1
0,3,2120,80,0,0,6,2030,70,0,0,0,2898,1,0
0,2,40,40,2,6,0,30,40,1,2,1,2899,1,1
1,3,610,620,1,2,3,520,60,0,0,0,2900,0,1
1,3,100,30,2,6,0,100,30,2,6,1,2901,0,1
0,2,830,40,0,0,6,780,40,0,0,0,2902,1,0
1,1,1610,120,0,0,5,1470,50,1,5,1,2903,0,0
1,2,2310,150,0,0,0,2310,120,0,0,0,2904,0,1
0,3,1480,1530,3,3,0,980,310,0,0,0,2905,1,1
0,3,2280,210,0,6,0,2280,120,0,0,0,2906,1,1
1,2,15620,690,3,4,2,15240,690,0,0,0,2907,0,0
0,2,1910,1810,1,3,0,250,80,2,6,1,2908,1,0
0,3,910,260,2,6,0,910,30,1,2,1,2909,1,1
0,2,2970,560,0,3,3,1240,560,0,0,0,2910,1,1
1,3,40,40,0,6,0,40,40,0,0,0,2911,0,1
0,3,180,180,2,6,0,80,80,0,0,0,2912,1,0
1,3,390,390,3,6,0,40,390,0,0,0,2913,0,1
0,2,240,330,2,6,0,170,90,0,0,0,2914,1,1
0,2,500,150,1,6,0,500,20,1,3,1,2915,1,1
0,1,1320,10,0,0,6,1320,0,1,33,1,2916,1,1
1,2,20,0,0,6,0,20,0,0,0,0,2917,0,1
0,2,3080,130,0,0,2,3080,130,0,0,0,2918,1,0
1,2,10820,240,0,0,3,10820,240,0,0,0,2919,0,1
1,1,1540,70,0,3,2,1510,70,0,0,0,2920,0,1
1,1,3130,2030,2,4,0,3070,140,0,0,0,2921,0,1
0,2,850,770,1,0,0,780,60,0,0,0,2922,1,1
0,2,640,80,0,6,0,500,40,1,4,1,2923,1,0
0,2,1530,650,2,1,3,1530,70,0,0,0,2924,1,1
0,2,760,90,0,0,1,530,90,1,2,1,2925,1,1
1,2,860,70,0,0,5,730,70,1,12,1,2926,0,0
0,3,20,20,1,6,0,10,10,0,0,0,2927,1,0
0,3,1480,110,0,0,6,1320,50,1,2,1,2928,1,1
0,2,2130,2420,1,1,1,550,310,0,0,0,2929,1,1
0,2,1530,150,0,0,1,1530,150,0,0,0,2930,1,1
0,3,1420,130,1,5,0,1420,0,1,3,1,2931,1,1
0,3,2980,310,0,0,0,2630,130,0,0,0,2932,1,1
1,2,190,50,0,6,0,100,40,0,0,0,2933,0,1
0,3,10,50,2,6,0,0,0,1,1,1,2934,1,1
1,2,680,0,4,4,2,680,0,1,5,1,2935,0,0
0,2,1990,60,0,5,0,1990,60,0,0,0,2936,1,1
1,1,990,320,0,0,0,990,320,0,0,0,2937,0,1
1,2,4770,190,0,0,3,4770,0,1,4,1,2938,0,1
0,3,610,100,0,6,0,590,70,0,0,0,2939,1,1
1,2,1540,600,1,1,3,1450,110,0,0,0,2940,0,1
0,2,3720,2930,0,0,4,3710,0,2,6,1,2941,1,1
0,2,9050,7160,1,0,4,8820,380,0,0,0,2942,1,0
0,2,630,100,0,0,6,590,100,1,2,1,2943,1,1
0,3,2780,200,0,0,6,2680,180,1,8,1,2944,1,0
0,1,8200,350,0,0,3,8150,350,0,0,0,2945,1,1
0,2,2820,140,0,0,6,2820,140,0,0,0,2946,1,1
0,2,3190,130,1,3,3,3190,0,1,5,1,2947,1,0
0,3,4260,380,0,0,5,3860,210,0,0,0,2948,1,1
1,2,1860,70,0,0,3,1860,70,0,0,0,2949,0,1
1,2,2460,110,0,0,6,2460,90,1,2,1,2950,0,1
1,2,480,120,1,6,0,480,120,0,0,0,2951,0,1
1,2,930,40,0,1,3,930,0,1,3,1,2952,0,1
1,2,210,220,5,5,0,80,90,0,0,0,2953,0,1
0,2,1050,0,0,5,0,1050,0,0,0,0,2954,1,1
0,3,1340,570,1,6,0,1340,30,0,0,0,2955,1,1
0,3,1280,140,0,0,2,1280,50,0,0,0,2956,1,0
0,1,160,90,2,6,0,160,30,1,2,1,2957,1,1
1,2,0,0,0,6,0,0,0,1,1,1,2958,0,1
0,1,80,540,2,6,0,70,70,0,0,0,2959,1,1
1,3,1420,90,1,2,3,1420,90,0,0,0,2960,0,1
0,1,6070,6110,2,5,0,10,250,0,0,0,2961,1,1
0,3,50,50,1,6,0,20,20,1,2,1,2962,1,0
1,1,1550,120,0,0,0,1450,70,1,10,1,2963,0,1
1,2,5290,200,0,0,3,5260,200,0,0,0,2964,0,1
1,2,860,90,0,1,0,780,50,0,0,0,2965,0,1
1,1,1500,100,0,0,1,1500,40,0,0,0,2966,0,1
1,2,90,180,3,6,0,80,10,0,0,0,2967,0,0
0,2,3090,170,0,0,0,2640,120,1,4,1,2968,1,1
1,2,5960,250,0,2,0,5960,240,0,0,0,2969,0,1
1,1,2700,120,0,2,0,2350,120,0,0,0,2970,0,1
0,3,920,150,0,0,0,920,150,0,0,0,2971,1,1
1,2,690,3720,2,6,0,690,220,1,1,1,2972,0,1
1,2,10,0,0,6,0,0,0,1,12,1,2973,0,1
1,3,700,700,4,6,0,170,110,0,0,0,2974,0,1
1,1,100,100,1,6,0,60,0,0,0,0,2975,0,1
0,1,1040,10,0,5,0,1040,10,0,0,0,2976,1,0
0,3,2350,550,0,5,0,2350,130,0,0,0,2977,1,1
0,3,60,60,1,6,0,10,10,0,0,0,2978,1,1
0,3,280,280,2,6,0,100,60,0,0,0,2979,1,1
0,3,1540,90,0,3,1,1540,50,0,0,0,2980,1,1
1,2,20,20,1,6,0,0,0,1,1,1,2981,0,1
0,3,180,180,2,6,0,110,60,0,0,0,2982,1,1
0,3,870,870,4,6,0,100,180,0,0,0,2983,1,1
0,2,2440,2470,2,5,0,150,30,0,0,0,2984,1,1
0,2,1020,60,0,3,0,1020,50,0,0,0,2985,1,1
0,1,50,50,2,6,0,50,30,0,0,0,2986,1,1
1,2,1070,60,0,0,0,880,60,0,0,0,2987,0,0
1,2,990,380,0,5,0,630,220,0,0,0,2988,0,1
1,1,790,760,1,2,0,120,50,0,0,0,2989,0,1
1,1,1030,90,0,0,0,930,0,2,7,1,2990,0,0
1,3,120,10,1,6,0,120,0,0,0,0,2991,0,0
1,1,2880,270,0,0,0,2770,130,0,0,0,2992,0,1
1,2,210,80,2,6,0,210,30,1,2,1,2993,0,0
0,2,240,110,0,6,0,240,110,0,0,0,2994,0,1
1,2,680,1380,2,5,0,10,10,0,0,0,2995,0,0
1,2,5320,210,0,0,1,5320,0,1,4,1,2996,0,0
0,2,940,320,1,3,0,30,0,1,2,1,2997,1,1
1,2,740,90,0,0,0,640,90,1,2,1,2998,0,0
0,2,1550,170,0,0,2,1550,60,0,0,0,2999,0,1
0,3,2150,7110,5,5,0,40,50,0,0,0,3000,1,1
0,1,4670,2010,2,3,0,4670,2010,0,0,0,3001,1,1
1,1,220,0,0,3,0,220,0,1,11,1,3002,0,0
1,3,1360,60,0,0,5,1200,50,1,2,1,3003,0,0
0,3,6000,270,0,0,6,5680,0,1,4,1,3004,1,1
0,3,1110,1150,1,6,0,350,50,0,0,0,3005,1,1
1,3,4850,240,0,0,6,4780,220,0,0,0,3006,0,1
1,2,170,50,0,0,0,120,0,1,11,1,3007,0,1
0,2,520,40,0,1,4,460,40,0,0,0,3008,1,1
0,1,780,70,0,0,3,690,70,2,8,1,3009,1,0
0,2,2880,230,0,0,0,2620,120,1,2,1,3010,1,1
1,2,3740,350,0,0,0,3550,350,1,2,1,3011,0,1
0,2,840,50,0,0,0,710,50,0,0,0,3012,1,1
0,3,40,40,3,6,0,20,30,0,0,0,3013,1,1
0,3,1230,1230,4,5,0,230,740,0,0,0,3014,1,1
1,3,1350,1370,3,6,0,500,30,0,0,0,3015,0,0
0,3,610,50,0,0,6,550,40,0,0,0,3016,1,1
0,1,930,50,0,4,2,930,50,0,0,0,3017,1,0
1,3,370,120,0,0,0,190,60,2,8,1,3018,0,1
0,1,2080,90,0,0,0,1890,90,1,2,1,3019,1,0
1,1,760,140,0,0,1,570,140,1,6,1,3020,0,0
0,3,480,290,0,6,0,480,40,0,0,0,3021,1,1
0,2,410,70,0,0,0,240,40,1,3,1,3022,1,1
1,1,1900,140,0,0,0,1630,90,1,12,1,3023,0,0
1,1,4240,640,0,0,6,3110,510,2,4,1,3024,0,0
1,2,0,590,1,6,0,0,0,0,0,0,3025,0,1
1,3,840,150,0,6,0,570,90,1,2,1,3026,0,0
1,2,2450,90,0,0,3,2450,90,0,0,0,3027,0,1
1,1,1540,210,0,0,0,1350,60,0,0,0,3028,0,1
0,2,1130,980,1,6,0,50,980,0,0,0,3029,1,1
1,3,1590,1590,2,4,0,980,120,0,0,0,3030,0,1
0,2,390,250,0,0,0,250,60,1,2,1,3031,1,1
0,1,60,60,1,6,0,30,20,0,0,0,3032,1,1
0,2,40,40,1,6,0,30,0,1,14,1,3033,1,1
1,2,3120,3120,4,5,0,170,190,0,0,0,3034,0,1
1,3,10,10,1,6,0,0,10,1,1,1,3035,0,1
0,3,2080,2080,2,5,0,10,10,0,0,0,3036,1,1
0,3,9410,400,0,0,6,9020,400,0,0,0,3037,1,1
1,2,340,340,2,6,0,60,340,0,0,0,3038,0,1
0,3,5740,460,0,0,6,5230,400,0,0,0,3039,1,1
1,3,1080,90,0,0,0,920,60,2,6,1,3040,0,0
0,2,720,40,0,0,0,720,40,0,0,0,3041,1,1
1,2,120,310,4,6,0,0,0,0,0,0,3042,0,1
1,3,1480,110,0,0,0,1380,50,2,8,1,3043,0,0
1,3,1590,1590,2,6,0,140,1590,0,0,0,3044,0,1
1,3,10,10,0,6,0,10,10,0,0,0,3045,0,1
1,2,9580,720,0,0,6,8850,0,1,11,1,3046,0,1
0,3,230,80,1,6,0,230,0,0,0,0,3047,1,1
1,3,11970,490,0,0,2,11730,460,0,0,0,3048,0,1
0,2,90,90,2,6,0,60,90,1,2,1,3049,1,1
0,2,1250,2050,1,4,0,770,250,0,0,0,3050,1,1
0,0,12440,2320,0,0,4,12440,0,1,3,1,3051,1,1
1,3,130,190,5,6,0,0,10,1,1,1,3052,0,1
1,2,20,20,1,6,0,10,10,0,0,0,3053,0,1
1,3,140,140,3,6,0,0,40,1,1,1,3054,0,0
0,3,10,0,0,6,0,10,0,0,0,0,3055,1,1
0,1,2520,2720,2,4,0,170,2720,0,0,0,3056,0,1
0,2,910,70,0,0,6,900,50,0,0,0,3057,1,1
1,2,690,690,2,5,0,140,690,0,0,0,3058,0,1
0,3,770,130,0,6,0,750,50,0,0,0,3059,1,1
1,1,4510,170,0,0,6,4320,170,0,0,0,3060,0,0
0,3,1240,80,0,0,0,1200,60,1,2,1,3061,1,1
0,2,420,60,0,6,0,310,40,0,0,0,3062,1,1
0,1,1510,180,0,0,6,1330,60,2,7,1,3063,1,1
1,2,2830,110,0,0,0,2730,100,0,0,0,3064,0,1
0,3,150,30,0,6,0,110,30,1,8,1,3065,1,0
0,1,50,50,4,6,0,0,30,1,1,1,3066,1,1
1,3,30,30,1,6,0,0,30,0,0,0,3067,0,0
1,2,2960,1910,1,1,0,2960,310,0,0,0,3068,0,1
0,1,940,60,0,0,6,940,0,1,3,1,3069,1,1
1,1,2280,2240,2,6,0,1570,2240,0,0,0,3070,0,1
0,3,3370,320,0,0,0,3030,200,1,2,1,3071,1,0
1,2,470,470,1,6,0,160,470,0,0,0,3072,0,1
0,3,10,2930,1,6,0,10,10,0,0,0,3073,1,0
0,1,1130,70,0,2,0,1130,0,1,4,1,3074,1,1
0,3,490,150,0,6,0,490,0,2,7,1,3075,1,1
0,1,1480,70,0,4,2,1480,70,0,0,0,3076,1,0
1,2,890,890,2,6,0,120,20,0,0,0,3077,0,0
0,3,1090,110,0,6,0,1090,50,0,0,0,3078,1,1
1,1,40,40,3,6,0,10,0,0,0,0,3079,0,1
1,1,1450,120,0,0,3,1310,90,0,0,0,3080,0,1
1,2,3110,310,1,1,0,3110,150,0,0,0,3081,0,1
0,3,1470,460,0,0,0,1330,90,0,0,0,3082,1,1
0,3,340,340,3,6,0,190,340,0,0,0,3083,1,1
1,1,10,330,1,6,0,10,10,0,0,0,3084,0,1
0,1,1930,150,0,0,0,1690,60,0,0,0,3085,1,1
0,2,10,0,0,6,0,10,0,1,32,1,3086,1,1
0,2,660,660,2,6,0,10,0,2,8,1,3087,1,1
0,1,0,0,0,6,0,0,0,1,1,1,3088,1,1
0,2,940,610,1,6,0,910,610,0,0,0,3089,1,1
1,2,1540,60,0,0,2,1540,60,0,0,0,3090,0,1
1,2,1640,150,0,6,0,1520,150,0,0,0,3091,0,1
0,2,910,120,0,0,0,720,100,1,4,1,3092,1,1
0,3,7950,980,0,0,6,6610,310,1,12,1,3093,1,1
1,3,60,40,0,6,0,60,40,0,0,0,3094,0,0
1,3,50,50,2,6,0,10,30,0,0,0,3095,0,1
0,3,860,310,0,0,0,630,310,0,0,0,3096,1,1
1,3,900,900,4,6,0,120,200,0,0,0,3097,0,1
1,1,1200,50,0,3,0,1180,50,0,0,0,3098,0,1
1,3,730,400,0,6,0,470,400,0,0,0,3099,0,1
1,1,610,430,1,6,0,560,80,0,0,0,3100,0,0
0,2,60,60,3,6,0,50,50,0,0,0,3101,1,1
0,2,8970,3050,0,2,1,4830,1530,0,0,0,3102,1,1
0,3,510,550,3,6,0,470,550,1,1,1,3103,1,0
1,3,7360,310,0,3,0,7360,310,0,0,0,3104,0,1
1,2,4500,4640,1,1,0,0,4640,0,0,0,3105,0,1
1,2,1190,1190,3,6,0,1120,570,0,0,0,3106,0,1
1,3,4070,310,0,0,0,3930,310,0,0,0,3107,0,1
0,2,7250,320,0,0,3,7170,320,0,0,0,3108,1,1
1,1,2200,2200,2,6,0,1130,40,1,2,1,3109,0,1
1,2,2490,460,0,0,3,2490,120,0,0,0,3110,0,1
1,1,2070,180,0,0,3,2070,80,0,0,0,3111,0,1
0,3,1770,150,0,6,0,1770,70,0,0,0,3112,1,1
1,3,6600,230,0,0,6,6380,230,0,0,0,3113,0,1
1,3,160,160,1,6,0,100,100,0,0,0,3114,0,1
1,2,300,310,1,6,0,220,0,2,4,1,3115,0,1
0,2,890,150,0,0,3,750,150,0,0,0,3116,1,1
0,3,3460,130,0,0,6,3460,130,0,0,0,3117,1,1
1,2,1820,90,0,0,3,1740,90,0,0,0,3118,0,1
0,3,2350,1910,4,3,0,2350,350,0,0,0,3119,1,1
1,2,3340,120,0,0,3,3340,120,0,0,0,3120,0,1
1,1,7940,4140,0,0,3,7880,220,0,0,0,3121,0,1
0,3,4980,210,0,0,0,4810,200,0,0,0,3122,1,1
0,3,60,70,2,6,0,10,30,0,0,0,3123,1,1
1,2,1110,1010,1,1,0,180,1010,0,0,0,3124,0,1
0,3,2300,460,0,2,0,2300,60,0,0,0,3125,1,1
0,2,2390,90,0,0,0,2280,0,1,4,1,3126,1,1
1,2,300,300,2,6,0,290,290,0,0,0,3127,0,1
0,2,4530,210,0,0,6,4530,0,1,3,1,3128,1,1
0,3,3280,260,0,0,0,2870,110,1,4,1,3129,1,1
0,2,3750,310,0,0,0,3750,310,0,0,0,3130,1,1
0,3,1530,1530,2,3,0,150,50,0,0,0,3131,1,1
1,2,3320,1240,1,0,4,3220,150,0,0,0,3132,0,0
1,2,990,990,2,6,0,700,990,0,0,0,3133,0,0
0,3,890,220,1,6,0,380,210,0,0,0,3134,1,1
0,3,3120,150,0,0,6,2940,150,0,0,0,3135,1,1
0,3,610,240,0,0,5,530,80,0,0,0,3136,1,1
0,2,3920,150,0,0,2,3920,150,0,0,0,3137,1,1
0,1,50,50,2,6,0,10,50,0,0,0,3138,1,1
0,2,2360,60,0,0,1,2360,60,0,0,0,3139,1,1
0,2,600,90,0,0,6,570,0,1,7,1,3140,1,0
0,2,0,10,1,6,0,0,0,0,0,0,3141,1,1
1,3,5060,2440,0,0,3,5060,2440,0,0,0,3142,0,1
1,2,1700,130,0,0,0,1530,60,1,12,1,3143,0,0
1,1,1370,1370,4,5,0,110,230,0,0,0,3144,0,1
0,2,790,40,0,0,4,680,40,0,0,0,3145,1,1
0,3,440,440,3,5,0,80,440,0,0,0,3146,1,1
0,2,50,50,2,6,0,10,50,0,0,0,3147,1,0
0,3,7050,610,0,0,4,7050,310,0,0,0,3148,1,1
1,3,1530,1260,3,6,0,1530,540,0,0,0,3149,0,1
0,1,0,0,0,6,0,0,0,0,0,0,3150,1,0
1,1,5150,2350,1,0,3,5150,0,1,4,1,3151,0,1
0,3,6100,2750,0,1,0,2720,180,0,0,0,3152,1,1
0,2,610,50,0,1,4,590,50,1,2,1,3153,1,0
0,2,50,50,2,6,0,0,50,2,3,1,3154,1,1
1,3,30,30,1,6,0,30,10,0,0,0,3155,0,1
1,2,980,60,0,0,0,910,50,1,10,1,3156,0,0
0,3,1350,920,1,0,1,820,920,0,0,0,3157,1,1
1,1,4010,180,0,0,3,3470,150,0,0,0,3158,0,1
1,2,140,140,2,6,0,50,50,0,0,0,3159,0,1
0,3,7680,290,0,0,2,7680,290,0,0,0,3160,1,1
1,1,130,130,0,6,0,100,30,0,0,0,3161,0,1
0,3,580,580,2,6,0,0,0,1,1,1,3162,1,0
1,2,0,0,0,6,0,0,0,1,1,1,3163,0,1
0,3,400,60,0,5,0,400,40,1,2,1,3164,1,1
0,3,0,0,0,6,0,0,0,0,0,0,3165,1,1
0,3,80,80,3,6,0,0,50,1,1,1,3166,1,0
0,2,330,350,2,6,0,330,30,0,0,0,3167,0,1
0,2,610,590,1,2,4,90,40,0,0,0,3168,1,1
1,1,1500,60,0,3,3,1490,60,0,0,0,3169,0,1
0,3,410,60,0,0,0,320,0,1,7,1,3170,1,0
1,2,2760,150,0,0,3,2760,120,0,0,0,3171,0,0
1,2,5580,5790,1,0,0,5400,310,0,0,0,3172,0,1
0,2,630,60,0,0,6,550,0,2,4,1,3173,1,1
0,2,1400,390,1,5,0,1400,280,0,0,0,3174,1,1
0,2,6540,310,0,0,0,6540,310,0,0,0,3175,1,1
0,2,40,20,0,6,0,40,20,0,0,0,3176,1,1
0,2,1430,60,0,0,0,1430,60,0,0,0,3177,1,1
0,3,310,60,0,0,5,230,50,2,4,1,3178,1,0
1,2,410,770,2,6,0,350,300,0,0,0,3179,0,1
1,3,650,650,3,5,0,490,130,1,2,1,3180,0,1
1,1,380,380,3,6,0,340,380,0,0,0,3181,0,1
1,1,90,90,2,6,0,80,40,0,0,0,3182,0,1
1,1,6280,15180,1,1,0,6130,270,0,0,0,3183,0,1
0,2,310,310,1,4,0,30,310,0,0,0,3184,1,1
0,3,60,30,0,6,0,40,30,1,4,1,3185,1,0
0,2,1480,120,0,0,0,1420,0,1,8,1,3186,1,1
1,3,0,0,0,6,0,0,0,1,1,1,3187,0,0
0,3,230,230,3,6,0,20,140,0,0,0,3188,1,1
0,2,90,40,0,6,0,40,30,0,0,0,3189,1,1
0,0,740,70,1,6,0,690,70,1,2,1,3190,1,1
0,2,610,50,0,0,0,530,0,2,7,1,3191,1,0
0,3,1300,80,0,4,0,1300,70,0,0,0,3192,1,1
1,1,430,90,0,6,0,430,80,0,0,0,3193,0,1
0,3,180,50,0,1,0,110,40,1,7,1,3194,1,0
0,1,370,70,0,0,0,240,40,1,4,1,3195,1,1
0,3,370,370,3,4,0,350,370,0,0,0,3196,1,1
0,3,310,140,0,0,5,260,50,0,0,0,3197,1,1
0,2,620,150,0,0,5,480,140,1,2,1,3198,1,1
0,2,4550,150,0,0,1,4550,140,1,1,1,3199,1,0
1,2,1870,170,0,0,6,1850,170,1,2,1,3200,0,0
1,3,320,60,0,0,0,210,60,1,9,1,3201,0,0
0,3,2170,100,0,0,3,2170,100,0,0,0,3202,1,1
1,2,1480,150,1,1,2,1480,50,0,0,0,3203,0,1
0,3,3520,3540,2,5,0,100,80,0,0,0,3204,1,1
0,3,30,90,3,6,0,0,0,1,1,1,3205,1,0
1,3,170,180,3,6,0,100,180,0,0,0,3206,0,1
0,3,840,840,3,6,0,400,20,0,0,0,3207,1,1
1,2,2210,80,0,0,2,2210,80,0,0,0,3208,0,1
0,3,390,190,1,6,0,390,150,0,0,0,3209,1,1
0,1,7270,870,0,0,6,6530,310,1,12,1,3210,1,1
1,1,0,0,0,6,0,0,0,1,1,1,3211,0,1
1,2,1020,80,1,6,0,1020,60,0,0,0,3212,0,1
0,2,850,60,0,6,0,700,50,0,0,0,3213,1,1
1,2,90,40,3,6,0,90,0,0,0,0,3214,0,1
1,2,1300,150,0,6,0,1030,150,0,0,0,3215,0,1
0,3,600,310,1,0,5,280,310,1,12,1,3216,1,0
0,1,1240,150,0,6,0,970,150,0,0,0,3217,1,1
1,3,0,0,0,6,0,0,0,0,0,0,3218,0,1
0,3,1760,310,0,0,0,1020,110,0,0,0,3219,1,1
0,3,9130,9130,2,5,1,0,9130,0,0,0,3220,1,1
0,2,1260,150,0,0,0,1090,90,0,0,0,3221,1,1
0,2,3220,270,0,0,0,3020,0,1,7,1,3222,1,1
0,2,80,80,1,6,0,50,0,0,0,0,3223,1,0
1,1,4080,190,0,0,6,4030,190,0,0,0,3224,0,1
1,1,580,90,0,2,4,520,90,1,2,1,3225,0,1
1,0,3560,150,0,0,3,3560,150,0,0,0,3226,0,1
0,3,460,460,3,6,0,240,30,0,0,0,3227,1,1
1,2,1330,80,0,0,3,1330,70,0,0,0,3228,0,1
0,0,3590,670,0,0,6,3290,120,0,0,0,3229,1,1
1,2,1140,90,0,6,0,860,80,0,0,0,3230,0,0
1,2,2150,110,0,0,0,2150,110,0,0,0,3231,0,1
1,1,1140,50,0,0,0,1140,50,0,0,0,3232,0,1
1,2,950,70,0,0,6,950,60,1,12,1,3233,0,1
1,2,0,0,0,6,0,0,0,1,1,1,3234,0,1
1,1,250,250,2,6,0,170,250,1,2,1,3235,0,0
1,3,3630,180,0,0,6,3630,150,0,0,0,3236,0,1
1,2,1520,460,0,0,1,1400,150,0,0,0,3237,0,1
0,3,420,420,1,6,0,100,420,0,0,0,3238,1,1
1,2,520,50,1,6,0,520,40,1,7,1,3239,0,1
0,2,110,0,0,6,0,110,0,0,0,0,3240,1,1
1,1,3350,250,0,0,0,2790,120,2,8,1,3241,0,0
1,2,80,0,0,6,0,80,0,1,4,1,3242,0,0
0,3,830,250,0,0,3,450,60,1,2,1,3243,1,0
1,2,1360,60,0,0,3,1350,60,0,0,0,3244,0,1
0,2,620,100,0,0,0,420,40,2,6,1,3245,1,1
1,3,0,0,0,6,0,0,0,0,0,0,3246,0,1
0,2,3550,160,0,0,6,3410,160,1,8,1,3247,1,0
1,2,610,40,0,6,0,490,40,0,0,0,3248,0,1
0,2,1480,70,0,3,3,1400,70,0,0,0,3249,1,1
0,3,3040,1220,0,0,0,2650,1220,0,0,0,3250,1,1
1,0,1440,90,0,3,2,1440,90,0,0,0,3251,0,1
1,2,30,30,2,6,0,0,30,0,0,0,3252,0,1
1,1,150,40,0,6,0,150,0,1,6,1,3253,0,0
0,2,230,30,0,0,0,190,30,0,0,0,3254,1,1
0,1,290,40,0,0,2,180,40,0,0,0,3255,1,1
0,2,2520,200,0,0,6,2300,200,1,14,1,3256,1,0
1,2,0,0,0,6,0,0,0,1,1,1,3257,0,0
0,3,1070,2760,3,6,0,380,740,0,0,0,3258,1,1
